Game ID,Black Player,White Player,Result,Winner,Board Diff,Corner Diff,Territory Diff,Liberty Diff
145415,金志锡,李世石,白中盘胜,W,0,-2,-1,-17
153199,林立祥,李世石,白不计点胜,W,1,-6,0,11
153979,李世石,姜东润,黑5点胜,B,-6,0,-6,-6
154918,朴永训,李世石,白中盘胜,W,1,2,0,-13
156774,元晟溱,李世石,白中盘胜,W,3,10,0,-9
158981,李世石,元晟溱,黑中盘胜,B,-1,0,0,-6
165438,李世石,古力,白中盘胜,W,-3,2,-6,-17
169001,李世石,朴廷桓,白不计点胜,W,1,1,0,-24
169039,朴廷桓,李世石,白中盘胜,W,1,-1,2,10
169667,朴廷桓,李世石,黑3点胜,B,-1,0,-2,-25
171401,毛睿龙,李世石,黑中盘胜,B,2,1,3,-3
171445,李世石,张维,黑胜1又3/4子,B,1,-7,-8,13
171462,李世石,申旻埈,黑中盘胜,B,-2,-4,-1,-13
171744,安成浚,李世石,白中盘胜,W,1,-1,1,5
172420,李世石,谢赫,黑中盘胜,B,-2,-5,-4,-7
172754,李世石,邱峻,黑中盘胜,B,2,-1,3,28
173675,安国铉,李世石,白中盘胜,W,5,-6,0,-19
173689,朴永训,李世石,白中盘胜,W,0,4,0,-6
176564,金大容,李世石,白中盘胜,W,-1,-2,-15,-7
181676,李世石,姜升旼,白中盘胜,W,-3,-4,-2,-4
181703,李世石,安正已,黑2目半胜,B,-5,-8,-5,0
183220,洪基杓,李世石,白中盘胜,W,-6,0,-6,-11
185361,金庭贤,李世石,黑胜3.5目,B,-1,4,0,-22
186481,余正麒,李世石,白中盘胜,W,-1,-1,0,14
187032,陈耀烨,李世石,白4目半胜,W,2,2,3,-7
190471,李世石,姜东润,黑中盘胜,B,3,6,3,16
191767,元晟溱,李世石,黑中盘胜,B,-1,-6,-3,-16
197437,范蕴若,李世石,黑中盘胜,B,1,-4,-1,-13
197441,阿里贾巴林,李世石,白中盘胜,W,-1,-2,-1,3
197644,李世石,廖行文,黑中盘胜,B,0,3,-1,-15
216796,李世石,崔哲瀚,黑胜2.5目,B,0,9,-1,5
219407,金志锡,李世石,黑中盘胜,B,0,4,3,1
219707,李世石,一力辽,白中盘胜,W,1,3,2,3
223065,金明训,李世石,白中盘胜,W,3,2,4,21
223071,唐韦星,李世石,白中盘胜,W,1,-1,-1,9
223082,李世石,童梦成,黑中盘胜,B,0,3,3,25
224013,李世石,安成浚,白中盘胜,W,3,-5,3,19
225873,李映九,李世石,黑中盘胜,B,1,-10,1,-5
227155,李世石,李志贤,白中盘胜,W,1,3,0,11
230584,柯洁,李世石,黑中盘胜,B,0,-1,-4,-12
230847,李世石,柯洁,黑中盘胜,B,3,1,6,18
231066,李世石,柯洁,白中盘胜,W,-1,-7,-1,10
232670,李世石,曹又尹,黑中盘胜,B,1,7,0,24
233010,李世石,金起用,白中盘胜,W,-2,4,-1,-5
244376,李世石,姜东润,黑中盘胜,B,3,7,3,16
272613,李世石,井山裕太,黑中盘胜,B,1,2,2,17
370834,李世石,周睿羊,白胜1/4子,W,1,0,1,-17
370926,范蕴若,李世石,黑中盘胜,B,1,-4,-1,-3
370966,童梦成,李世石,白中盘胜,W,3,1,1,5
371132,辜梓豪,李世石,黑中盘胜,B,1,-1,-5,-7
371166,李世石,申旻埈,黑中盘胜,B,0,-1,1,8
371346,江维杰,李世石,黑中盘胜,B,3,-7,4,7
371525,李世石,安国铉,黑中盘胜,B,1,3,3,21
371589,连笑,李世石,白胜1/4子,W,3,4,2,-6
371639,朴钟昱,李世石,黑中盘胜,B,1,5,1,0
371687,李世石,崔哲瀚,黑中盘胜,B,0,0,-1,-4
371936,李世石,洪性志,白中盘胜,W,-1,2,-1,9
371967,李世石,朴沧溟,黑中盘胜,B,1,-2,1,11
371987,李世石,尹灿熙,白中盘胜,W,1,-7,1,16
371994,洪旼杓,李世石,白胜5.5目,W,3,7,6,6
372018,安正己,李世石,白中盘胜,W,0,-7,1,-14
372291,李世石,本木克弥,黑中盘胜,B,1,2,6,-4
372315,李钦诚,李世石,黑中盘胜,B,-1,2,-1,-1
372386,崔精,李世石,白中盘胜,W,0,4,-3,-1
372409,申旻埈,李世石,黑中盘胜,B,-2,-1,-3,10
372434,陈耀烨,李世石,白中盘胜,W,0,0,-9,-21
372506,陶欣然,李世石,黑中盘胜,B,0,-1,0,5
372554,李世石,姜儒泽,黑中盘胜,B,5,-3,3,9
372771,李世石,黄昕,白中盘胜,W,0,1,1,9
372811,申旻埈,李世石,白中盘胜,W,-2,1,-2,-9
372953,李世石,韩升周,黑胜7.5目,B,4,4,3,11
373012,李世石,陈梓健,黑中盘胜,B,0,-3,1,24
373028,山下敬吾,李世石,白中盘胜,W,-2,-1,-2,15
373164,井山裕太,李世石,白中盘胜,W,3,7,3,0
373176,李世石,李钦诚,黑中盘胜,B,-2,-4,-10,5
373187,李世石,罗玄,白中盘胜,W,2,2,-1,7
373266,李世石,李泰贤,黑中盘胜,B,-3,-5,-3,1
373449,李世石,柁嘉熹,白中盘胜,W,-2,1,-2,-20
378763,李世石,孙腾宇,黑中盘胜,B,3,-6,-5,11
381128,许映皓,李世石,白中盘胜,W,5,0,5,21
384140,廖元赫,李世石,黑中盘胜,B,-1,2,-2,17
386480,柯洁,李世石,黑胜3/4子,B,7,6,12,35
395248,朴廷桓,李世石,黑中盘胜,B,4,-3,5,34
429123,李世石,连笑,黑中盘胜,B,1,1,1,2
432864,李世石,柯洁,黑胜1.5目,B,3,1,13,16
433849,李世石,元晟溱,黑胜7.5目,B,3,-5,7,21
445490,李世石,金明训,白中盘胜,W,4,0,2,-2
450736,朴常镇,李世石,白中盘胜,W,3,3,4,17
452569,李世石,李元荣,黑中盘胜,B,4,1,4,9
458636,李世石,崔宰荣,白中盘胜,W,0,-4,-3,-5
466313,李世石,宋泰坤,黑中盘胜,B,4,10,5,20
466851,卞相壹,李世石,白中盘胜,W,-2,1,-5,-14
467464,罗玄,李世石,白中盘胜,W,-3,0,-2,-7
471651,偰玹准,李世石,白中盘胜,W,2,-4,3,-9
475830,李元荣,李世石,白中盘胜,W,0,4,0,23
479280,李世石,李映九,白中盘胜,W,1,3,2,20
480549,李世石,金显灿,黑中盘胜,B,1,-2,-2,3
481238,李世石,金明训,白胜1.5目,W,1,-7,0,4
482066,李世石,韩态熙,黑中盘胜,B,1,4,0,14
485395,李世石,金彩瑛,黑中盘胜,B,-2,0,0,7
486709,本木克弥,李世石,黑胜1又3/4子,B,2,4,2,11
493016,李世石,芈昱廷,黑中盘胜,B,-4,0,-2,-16
494338,连笑,李世石,黑中盘胜,B,2,5,0,7
498557,李世石,许映皓,黑中盘胜,B,0,-1,1,14
504611,李世石,柯洁,白中盘胜,W,0,1,-3,-44
517255,李世石,金明训,黑胜4.5目,B,1,7,2,20
524008,尹峻相,李世石,白中盘胜,W,0,-2,-1,12
529922,李世石,申旻埈,白中盘胜,W,-1,-1,-4,-4
530795,姜东润,李世石,黑中盘胜,B,2,-4,0,19
535668,范廷钰,李世石,黑中盘胜,B,-1,-10,-1,21
541662,李世石,申真谞,白中盘胜,W,1,5,1,8
541687,申真谞,李世石,白中盘胜,W,-1,-1,2,15
542595,李世石,申真谞,白中盘胜,W,3,-3,1,-5
543498,申真谞,李世石,白中盘胜,W,7,7,8,-7
544368,李世石,申真谞,白中盘胜,W,5,7,5,22
547640,柯洁,李世石,白中盘胜,W,-3,-1,-3,15
554863,李世石,江维杰,白中盘胜,W,-2,-1,-2,-17
573157,崔哲瀚,李世石,黑中盘胜,B,1,-1,-1,-3
579647,李世石,朴河旼,白中盘胜,W,0,6,-1,-17
582503,李世石,罗玄,黑中盘胜,B,3,-2,4,23
583401,李世石,金志锡,白中盘胜,W,0,1,1,13
602168,李世石,古力,黑胜2又3/4子,B,-4,-3,-1,-10
605587,李世石,文儒彬,黑中盘胜,B,1,0,0,-1
606789,李世石,白洪淅,黑中盘胜,B,-6,2,-8,-4
609196,李世石,宋知勋,白中盘胜,W,2,-4,3,19
617033,李世石,范胤,白超时胜,W,-7,1,-6,12
624770,偰玹准,李世石,黑中盘胜,B,-1,-1,1,13
628830,廖元赫,李世石,黑中盘胜,B,1,1,-4,-5
634337,李世石,申真谞,白中盘胜,W,-2,-1,0,-4
640833,张涛,李世石,白中盘胜,W,-2,2,-3,-9
642129,尹灿熙,李世石,黑中盘胜,B,1,-5,-1,-34
647366,李世石,李映九,黑中盘胜,B,-1,1,-4,-6
648515,崔哲瀚,李世石,黑中盘胜,B,-2,-4,-2,-6
650926,申旻埈,李世石,黑胜0.5目,B,1,5,2,7
663920,金志锡,李世石,白中盘胜,W,-4,0,-4,-6
666736,时越,李世石,白中盘胜,W,0,5,-2,-6
667677,陶欣然,李世石,黑中盘胜,B,-1,0,-1,6
674022,时越,李世石,黑中盘胜,B,3,4,2,2
678986,洪性志,李世石,白胜4.5目,W,3,1,1,22
683305,李世石,赵寅善,黑中盘胜,B,-1,-2,0,19
691916,丁浩,李世石,黑中盘胜,B,-1,0,1,19
692846,李昌锡,李世石,黑胜0.5目,B,0,-2,-1,2
699799,申真谞,李世石,黑中盘胜,B,5,3,3,6
703199,范蕴若,李世石,黑中盘胜,B,3,2,6,11
729104,李世石,陈耀烨,黑胜1又3/4子,B,-4,-4,-4,-26
738612,古力,李世石,黑中盘胜,B,0,6,-5,-24
775752,李世石,范廷钰,白中盘胜,W,2,8,2,24
816314,辜梓豪,李世石,黑中盘胜,B,2,1,1,-12
871410,温昭珍,李世石,白胜8.5目,W,4,2,3,17
871415,徐仲辉,李世石,白中盘胜,W,-2,-4,-4,1
875148,李世石,洪基杓,黑中盘胜,B,3,-2,4,16
875154,李世石,申旻埈,白中盘胜,W,-1,3,-4,-7
885530,朴正祥,李世石,黑中盘胜,B,-1,-9,-1,26
1012521,李世石,柯洁,白中盘胜,W,-8,-12,-7,-11
1027092,朴常镇,李世石,白中盘胜,W,-1,0,0,-4
1029541,李世石,李东勋,白中盘胜,W,-2,-9,-11,-19
1031732,李世石,朴常镇,黑中盘胜,B,1,-6,1,-11
1033967,睦镇硕,李世石,白中盘胜,W,0,-1,0,2
1114641,李昊承,李世石,黑中盘胜,B,1,0,0,-5
1231771,姜东润,李世石,白中盘胜,W,5,1,4,6
1975189,李世石,韩豆,白棋中盘胜,W,6,13,4,-15
1975193,李世石,韩豆,白棋中盘胜,W,1,-1,1,13
1975236,李世石,韩豆,黑棋中盘胜,B,0,4,0,-4
1268998,时越,柯洁,黑中盘胜,B,-1,0,0,22
1289860,柯洁,芈昱廷,黑中盘胜,B,3,5,1,-15
1320806,杨鼎新,柯洁,白棋不计点胜,W,3,2,5,6
1337024,柯洁,党毅飞,黑中盘胜,B,-1,6,-1,5
1431128,朴廷桓,柯洁,白棋中盘胜,W,1,0,1,15
1444260,党毅飞,柯洁,白胜2又1/4子,W,4,-3,2,-2
1467420,范廷钰,柯洁,黑棋中盘胜,B,1,-3,0,-16
1478464,李维清,柯洁,白棋中盘胜,W,1,-5,6,10
1564490,柯洁,丁浩,白胜1/4子,W,1,0,1,13
1584772,柯洁,李映九,黑中盘胜,B,1,3,0,1
1586221,陶欣然,柯洁,B+R,B,4,2,3,35
1693205,柯洁,邬光亚,黑棋中盘胜,B,-4,3,-3,-11
1698347,时越,柯洁,白棋中盘胜,W,1,-2,2,2
1705158,朴廷桓,柯洁,白棋中盘胜,W,0,-2,0,5
1734276,周睿羊,柯洁,白棋中盘胜,W,-6,-8,-10,-32
1748596,陈耀烨,柯洁,白胜5.5目,W,1,-4,1,11
1754702,申真谞,柯洁,黑中盘胜,B,0,4,-3,7
1784520,范廷钰,柯洁,黑中盘胜,B,-3,-5,-3,-9
1784532,柯洁,廖元赫,黑中盘胜,B,1,8,2,16
1788370,张强,柯洁,白中盘胜,W,-4,-4,-9,5
1788384,柯洁,陈一纯,黑中盘胜,B,-1,-1,-1,-9
1791060,柁嘉熹,柯洁,黑中盘胜,B,1,1,4,10
1791062,李轩豪,柯洁,白中盘胜,W,1,6,7,10
1975138,芈昱廷,柯洁,黑中盘胜,B,-2,3,1,-21
1975173,李成森,柯洁,白中盘胜,W,-5,-1,-5,-18
1975210,柯洁,陈昱森,黑胜3又3/4子,B,-1,3,0,13
1975219,柯洁,赵晨宇,黑棋中盘胜,B,0,-4,-1,-10
1975230,柯洁,柁嘉熹,黑中盘胜,B,2,10,1,-3
1975297,丁浩,柯洁,黑棋3.5目胜,B,-1,2,-5,-22
1975340,柯洁,时越,黑中盘胜,B,0,-2,-2,4
1975353,赵晨宇,柯洁,黑棋中盘胜,B,2,3,-6,-14
1975381,柯洁,陈贤,黑中盘胜,B,2,3,1,2
1999885,谢尔豪,柯洁,白中盘胜,W,0,-2,0,0
1999942,周睿羊,柯洁,白中盘胜,W,1,-2,0,-8
2000014,柯洁,周睿羊,黑胜1点,B,2,6,2,32
2000041,柯洁,张紫良,黑中盘胜,B,-1,-4,-1,9
2030130,柯洁,朴廷桓,白胜1/4子,W,2,8,2,-15
2033041,芝野虎丸,柯洁,白中盘胜,W,-2,0,1,0
2035558,朴廷桓,柯洁,黑中盘胜,B,0,1,0,7
2151408,时越,柯洁,白棋中盘胜,W,6,-2,5,10
2151412,丁浩,柯洁,黑棋中盘胜,B,2,-4,3,20
2167901,柁嘉熹,柯洁,白棋中盘胜,W,0,-3,0,4
2182116,柯洁,谢科,黑棋中盘胜,B,1,1,-1,16
2278596,王世一,柯洁,白棋中盘胜,W,-1,-3,-3,6
2306478,柯洁,丁浩,白棋中盘胜,W,-2,1,-1,-8
2313256,李喆,柯洁,白棋中盘胜,W,1,5,3,20
2395661,谢尔豪,柯洁,白棋中盘胜,W,-1,1,0,8
2395694,柯洁,童梦成,黑棋中盘胜,B,1,-4,12,39
3231105,柯洁,朴键昊,黑棋中盘胜,B,6,-1,6,34
3231113,申真谞,柯洁,白棋中盘胜,W,0,3,-4,4
3231116,芈昱廷,柯洁,白中盘胜,W,-4,-7,-6,-26
3231196,姜东润,柯洁,白棋中盘胜,W,4,-1,5,26
3231223,柯洁,成家业,黑棋中盘胜,B,1,-3,-1,22
3231234,李维清,柯洁,白棋中盘胜,W,0,-2,-2,-10
3231254,柯洁,金志锡,黑棋中盘胜,B,-1,2,-2,7
3231264,伊凌涛,柯洁,白棋中盘胜,W,1,-3,1,-23
3231274,柯洁,朴廷桓,黑棋中盘胜,B,-1,2,-1,7
3231283,蔡竞,柯洁,白棋中盘胜,W,-1,2,-1,-31
3231293,柯洁,唐韦星,白棋1/4子胜,W,3,1,1,25
3231313,黄昕,柯洁,白棋中盘胜,W,1,0,0,-14
3241549,柯洁,党毅飞,黑棋不计点胜,B,-1,2,-3,-10
3241557,柯洁,江维杰,黑棋不计点胜,B,0,5,1,15
3263459,谢科,柯洁,黑棋3点胜,B,-1,3,-1,-7
3301571,柯洁,范胤,黑棋中盘胜,B,-1,-2,-3,-13
3301586,陈贤,柯洁,白棋中盘胜,W,-2,3,-2,-20
3301590,柯洁,柁嘉熹,黑棋中盘胜,B,2,1,1,-20
3301592,辜梓豪,柯洁,黑棋中盘胜,B,2,3,2,-18
3350649,柯洁,芈昱廷,黑棋中盘胜,B,2,0,5,3
3362241,柯洁,范廷钰,黑棋中盘胜,B,-2,4,-3,-10
3362242,唐韦星,柯洁,白棋中盘胜,W,0,-3,0,-1
3415499,李东勋,柯洁,白棋中盘胜,W,-3,-2,-1,-4
3415503,赵汉乘,柯洁,白棋中盘胜,W,5,1,5,6
3422417,柯洁,李轩豪,黑棋中盘胜,B,-1,-2,-3,-11
3433463,杨鼎新,柯洁,白棋中盘胜,W,1,4,0,4
3433464,申真谞,柯洁,白棋中盘胜,W,-1,0,1,12
3436275,柯洁,申真谞,黑棋0.5目胜,B,-5,5,-4,5
3458117,元晟溱,柯洁,白棋中盘胜,W,3,6,1,2
3471132,卞相壹,柯洁,白棋中盘胜,W,0,-4,1,-15
3483081,柯洁,柁嘉熹,黑棋中盘胜,B,0,0,-1,5
3717746,柯洁,陶欣然,白棋中盘胜,W,1,4,2,25
3717836,柯洁,丁浩,白棋1/4子胜,W,-2,6,-1,-6
3717852,辜梓豪,柯洁,白棋中盘胜,W,5,6,7,30
3717868,柯洁,戎毅,黑棋中盘胜,B,-2,1,0,-23
3717877,柯洁,陶欣然,白棋中盘胜,W,-7,-1,-6,-20
3717894,曹潇阳,柯洁,白棋中盘胜,W,2,-1,2,20
3717905,罗玄,柯洁,白棋中盘胜,W,-2,-3,1,5
3717961,范廷钰,柯洁,黑棋中盘胜,B,-4,2,-4,-2
3753991,柯洁,许皓鋐,黑棋中盘胜,B,2,-2,0,4
3753993,柯洁,唐韦星,白棋中盘胜,W,1,1,0,-26
3825839,申旻埈,柯洁,白棋中盘胜,W,0,-5,1,7
3825840,柯洁,申旻埈,白棋中盘胜,W,-5,-2,-8,-47
3847650,柯洁,申旻埈,白棋3.5目胜,W,0,-3,2,16
3919406,申真谞,柯洁,黑棋中盘胜,B,-2,-1,-4,-8
4099918,柯洁,李钦诚,白棋中盘胜,W,-4,-4,-4,0
4142018,柯洁,陈浩,黑棋中盘胜,B,1,0,-1,-9
4142022,柯洁,刘宇航,黑棋中盘胜,B,5,6,6,39
4142025,芈昱廷,柯洁,黑棋3/4子胜,B,-1,-5,-9,-6
4177123,丁浩,柯洁,白棋中盘胜,W,-2,4,-4,-46
4191405,柯洁,朴廷桓,白棋中盘胜,W,-4,7,-4,-6
4194603,柯洁,杨鼎新,白棋中盘胜,W,0,-5,1,24
4287690,柯洁,柁嘉熹,黑棋中盘胜,B,-3,1,-6,1
4290808,童梦成,柯洁,白棋中盘胜,W,1,0,2,-16
4296781,柯洁,江维杰,白棋中盘胜,W,1,-7,2,36
4303990,郭信驿,柯洁,白棋5又1/4子胜,W,-4,-4,-7,-37
4377271,柯洁,时越,黑棋中盘胜,B,-1,4,4,-1
4384999,时越,柯洁,白棋中盘胜,W,-3,-2,-1,10
4742038,柯洁,陶欣然,黑棋中盘胜,B,-7,5,-7,-3
4742055,谢尔豪,柯洁,白棋1/4子胜,W,1,-2,-6,15
4745650,柯洁,李维清,黑棋中盘胜,B,-2,6,-3,-13
4802698,芈昱廷,柯洁,黑棋中盘胜,B,0,0,0,-2
4831569,柯洁,金志锡,白棋0.5目胜,W,1,1,2,20
4905941,朴廷桓,柯洁,白棋中盘胜,W,2,0,3,-10
4917492,柯洁,申真谞,白棋3.5目胜,W,0,9,0,4
4943970,柯洁,江维杰,黑棋中盘胜,B,-1,-3,1,-4
4947880,柯洁,谢尔豪,黑棋2.5目胜,B,-1,-2,-1,-17
4955828,张涛,柯洁,白棋中盘胜,W,-1,-4,-2,-14
4968781,彭立尧,柯洁,白棋中盘胜,W,-1,1,-4,2
4972525,柯洁,赵晨宇,白棋中盘胜,W,-3,-3,-2,5
5013797,连笑,柯洁,白棋中盘胜,W,-1,3,-6,4
5047403,柯洁,陶欣然,黑棋中盘胜,B,-1,-4,-1,29
5053001,范胤,柯洁,白棋中盘胜,W,2,-2,2,6
5058677,柯洁,丁浩,白棋中盘胜,W,-1,4,-1,5
5121348,柯洁,陈耀烨,白棋中盘胜,W,0,1,1,-2
5224792,芈昱廷,柯洁,白棋中盘胜,W,-1,4,-3,-26
5247688,辜梓豪,柯洁,白棋1/4子胜,W,-2,1,-2,-11
5398244,柯洁,伊凌涛,黑棋中盘胜,B,-5,6,-9,-22
5398248,柯洁,李维清,黑棋1又3/4子胜,B,1,-5,2,7
5431045,柯洁,申真谞,白棋中盘胜,W,-2,-6,-1,-1
5440157,柯洁,范廷钰,黑棋中盘胜,B,-1,0,-1,1
5443950,谢科,柯洁,白棋中盘胜,W,0,7,0,-12
5447722,柯洁,芈昱廷,白棋中盘胜,W,-1,-1,-2,16
5556200,金明训,柯洁,白棋中盘胜,W,5,4,5,17
5683040,杨鼎新,柯洁,黑棋3/4子胜,B,2,1,2,-8
5683042,连笑,柯洁,白棋中盘胜,W,-1,-3,-1,12
5705765,范廷钰,柯洁,白棋中盘胜,W,1,1,0,-1
5725705,柯洁,廖元赫,白棋中盘胜,W,-1,4,0,1
5907801,柯洁,申旻埈,黑棋中盘胜,B,1,8,0,2
5997027,唐韦星,柯洁,白棋中盘胜,W,0,3,2,23
5997028,杨鼎新,柯洁,白棋中盘胜,W,3,-2,1,18
6005732,李轩豪,柯洁,白棋中盘胜,W,2,-1,2,-5
6005736,古力,柯洁,白棋中盘胜,W,1,3,-1,23
6111332,丁浩,柯洁,白棋中盘胜,W,3,-1,4,16
6242011,党毅飞,柯洁,黑棋中盘胜,B,3,-1,4,-3
6247780,柯洁,申旻埈,白棋中盘胜,W,1,6,1,-4
6253629,韩一洲,柯洁,白棋中盘胜,W,1,-3,2,7
6259548,王泽宇,柯洁,白棋中盘胜,W,2,-4,2,12
6271754,柯洁,王泽锦,黑棋中盘胜,B,2,6,2,9
6277850,陈耀烨,柯洁,黑棋中盘胜,B,1,-3,0,9
6284550,柯洁,许嘉阳,黑棋中盘胜,B,0,-3,-1,9
6290806,丁浩,柯洁,黑棋中盘胜,B,1,-2,3,12
6383888,柯洁,申真谞,白棋中盘胜,W,-3,3,-3,-15
6423320,陈豪鑫,柯洁,白棋中盘胜,W,-1,-6,-2,-2
6494877,柯洁,芈昱廷,黑棋中盘胜,B,1,6,1,13
6494912,陈贤,柯洁,黑棋中盘胜,B,4,7,2,1
6494924,范胤,柯洁,白棋中盘胜,W,0,3,0,-10
6522465,柯洁,王星昊,白棋中盘胜,W,-4,3,-7,-28
6643009,柯洁,廖元赫,黑棋中盘胜,B,-1,-2,-2,8
6643013,柯洁,伊凌涛,黑棋3又3/4子胜,B,-1,6,-1,-1
6643023,童梦成,柯洁,黑棋中盘胜,B,-1,0,-1,-14
6734890,柯洁,朴廷桓,白棋中盘胜,W,1,2,2,1
6816154,姜东润,柯洁,黑棋中盘胜,B,1,1,2,20
7077364,申真谞,柯洁,黑棋中盘胜,B,1,3,0,15
7329728,柁嘉熹,柯洁,白棋中盘胜,W,1,-2,1,14
7371249,韩一洲,柯洁,白棋中盘胜,W,1,-10,2,-28
7380012,范廷钰,柯洁,白棋中盘胜,W,1,0,0,-16
7380034,柯洁,陈贤,黑棋3/4子胜,B,-2,1,0,-10
7384228,柯洁,芈昱廷,白棋1又1/4子胜,W,5,0,-5,20
7414512,柯洁,许嘉阳,黑棋中盘胜,B,1,-3,1,23
7414523,柯洁,檀啸,黑棋中盘胜,B,1,2,2,4
7414527,柯洁,朴廷桓,白棋0.5目胜,W,-2,2,-4,-9
7475474,柯洁,刘宇航,黑棋中盘胜,B,1,10,-1,3
8147820,时越,柯洁,白棋中盘胜,W,1,0,3,20
8630612,芝野虎丸,柯洁,白棋中盘胜,W,1,-1,-2,-6
8635264,许皓鋐,柯洁,黑棋3/4子胜,B,0,-4,0,3
8635267,一力辽,柯洁,白棋中盘胜,W,3,-2,5,45
8656238,柯洁,许家元,黑棋中盘胜,B,-3,2,-2,23
198,赵治勋,结城聪,W+9.5,W,-3,-6,-3,-10
273,小松英树,赵治勋,W+3.5,W,-2,-3,-1,-48
519,玉井伸,赵治勋,W+R,W,-1,-2,-3,-38
668,赵治勋,苏耀国,W+1.5,W,-2,-5,-2,-10
706,赵治勋,田尻悠人,B+R,B,6,1,6,26
787,依田纪基,赵治勋,B+R,B,0,-1,0,7
968,安达利昌,赵治勋,W+R,W,0,-4,3,-2
57047,金成进,赵治勋,B+R,B,-3,7,-3,-18
57205,小林觉,赵治勋,W+R,W,-2,-4,-3,30
58776,坂井秀至,赵治勋,W+R,W,-2,-5,-1,16
58855,张栩,赵治勋,B+4.5,B,0,8,37,1
58909,羽根直树,赵治勋,B+R,B,0,-3,0,-21
58949,古谷裕,赵治勋,W+4.5,W,-1,-1,0,-3
59009,久保秀夫,赵治勋,W+R,W,0,-1,-2,8
59033,内田修平,赵治勋,W+R,W,-1,-1,-1,-16
59338,片冈聪,赵治勋,W+R,W,-1,-7,11,11
59359,赵治勋,羽根直树,W+R,W,-3,-4,-4,7
59907,赵治勋,鹤山淳志,W+1.5,W,1,3,1,33
59948,赵治勋,依田纪基,B+3.5,B,2,6,-4,-16
60999,小林光一,赵治勋,W+1.5,W,0,-4,1,1
61086,山下敬吾,赵治勋,W+8.5,W,4,0,11,26
61097,赵治勋,邱峻,W+R,W,0,0,1,1
61255,赵治勋,神田英,B+R,B,2,-2,0,15
61497,山城宏,赵治勋,W+R,W,-1,-5,-1,-9
61545,山下敬吾,赵治勋,W+R,W,2,2,3,29
61957,赵治勋,井山裕太,W+4.5,W,1,2,3,-6
62007,赵治勋,坂井秀至,B+8.5,B,0,12,0,-14
62111,赵治勋,今村善彰,B+4.5,B,0,-9,-2,19
62208,井山裕太,赵治勋,W+3.5,W,-1,4,0,1
62226,张栩,赵治勋,B+7.5,B,0,-1,1,24
62335,高尾绅路,赵治勋,W+7.5,W,-1,0,0,19
